topicId,rank,docId,filename
6,4,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch1.txt
6,5,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch2.txt
6,6,3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch40.txt
6,7,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch2.txt
6,8,20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_caseofidentity.txt
6,9,18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch1.txt
6,10,1,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch1.txt
6,11,23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch1.txt
6,12,2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch2.txt
6,13,22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_scandalbohemia.txt
6,14,21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_redheadedleague.txt
6,15,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch48.txt
6,16,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eljames_fiftyshades_ch23.txt
6,17,24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch2.txt
6,18,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch15.txt
6,19,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch1.txt
6,20,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch1.txt
